"fiscal_year","year","date","code","pref","municipality","municipality_name_when_happend","disaster","type","law","自治体名が変わった理由","自治体名が変わった理由2"
2010,2011,"2011-03-11","04445","宮城県","加美町","加美町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","04505","宮城県","美里町","美里町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07201","福島県","福島市","福島市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07202","福島県","会津若松市","会津若松市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07203","福島県","郡山市","郡山市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07204","福島県","いわき市","いわき市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07205","福島県","白河市","白河市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07207","福島県","須賀川市","須賀川市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07208","福島県","喜多方市","喜多方市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07209","福島県","相馬市","相馬市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07210","福島県","二本松市","二本松市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07211","福島県","田村市","田村市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07212","福島県","南相馬市","南相馬市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07213","福島県","伊達市","伊達市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07214","福島県","本宮市","本宮市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07301","福島県","桑折町","桑折町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07303","福島県","国見町","国見町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07308","福島県","川俣町","川俣町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07322","福島県","大玉村","大玉村","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07342","福島県","鏡石町","鏡石町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07344","福島県","天栄村","天栄村","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07407","福島県","磐梯町","磐梯町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07408","福島県","猪苗代町","猪苗代町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07421","福島県","会津坂下町","会津坂下町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07422","福島県","湯川村","湯川村","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07447","福島県","会津美里町","会津美里町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07461","福島県","西郷村","西郷村","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07464","福島県","泉崎村","泉崎村","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07465","福島県","中島村","中島村","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07466","福島県","矢吹町","矢吹町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07481","福島県","棚倉町","棚倉町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07482","福島県","矢祭町","矢祭町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07501","福島県","石川町","石川町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07502","福島県","玉川村","玉川村","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07503","福島県","平田村","平田村","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07504","福島県","浅川町","浅川町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07505","福島県","古殿町","古殿町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07521","福島県","三春町","三春町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07522","福島県","小野町","小野町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07541","福島県","広野町","広野町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07542","福島県","楢葉町","楢葉町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07543","福島県","富岡町","富岡町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07544","福島県","川内村","川内村","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07545","福島県","大熊町","大熊町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07546","福島県","双葉町","双葉町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07547","福島県","浪江町","浪江町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07548","福島県","葛尾村","葛尾村","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07561","福島県","新地町","新地町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07564","福島県","飯舘村","飯舘村","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07362","福島県","下郷町","下郷町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07368","福島県","南会津町","南会津町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07364","福島県","檜枝岐村","檜枝岐村","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07367","福島県","只見町","只見町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07402","福島県","北塩原村","北塩原村","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07405","福島県","西会津町","西会津町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07423","福島県","柳津町","柳津町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07444","福島県","三島町","三島町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07445","福島県","金山町","金山町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07446","福島県","昭和村","昭和村","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07483","福島県","塙町","塙町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","07484","福島県","鮫川村","鮫川村","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","02203","青森県","八戸市","八戸市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","02412","青森県","おいらせ町","おいらせ町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08201","茨城県","水戸市","水戸市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08202","茨城県","日立市","日立市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08203","茨城県","土浦市","土浦市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08205","茨城県","石岡市","石岡市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08208","茨城県","龍ケ崎市","龍ケ崎市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08210","茨城県","下妻市","下妻市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08211","茨城県","常総市","常総市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08212","茨城県","常陸太田市","常陸太田市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08214","茨城県","高萩市","高萩市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08215","茨城県","北茨城市","北茨城市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08216","茨城県","笠間市","笠間市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08217","茨城県","取手市","取手市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08219","茨城県","牛久市","牛久市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08220","茨城県","つくば市","つくば市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08221","茨城県","ひたちなか市","ひたちなか市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08222","茨城県","鹿嶋市","鹿嶋市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08223","茨城県","潮来市","潮来市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08225","茨城県","常陸大宮市","常陸大宮市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08230","茨城県","かすみがうら市","かすみがうら市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08231","茨城県","桜川市","桜川市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08232","茨城県","神栖市","神栖市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08233","茨城県","行方市","行方市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08234","茨城県","鉾田市","鉾田市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08235","茨城県","つくばみらい市","つくばみらい市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08236","茨城県","小美玉市","小美玉市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08302","茨城県","茨城町","茨城町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08309","茨城県","大洗町","大洗町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08310","茨城県","城里町","城里町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08341","茨城県","東海村","東海村","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08364","茨城県","大子町","大子町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08443","茨城県","阿見町","阿見町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08226","茨城県","那珂市","那珂市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08442","茨城県","美浦村","美浦村","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08447","茨城県","河内町","河内町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08227","茨城県","筑西市","筑西市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08229","茨城県","稲敷市","稲敷市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","08564","茨城県","利根町","利根町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","09201","栃木県","宇都宮市","宇都宮市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","09208","栃木県","小山市","小山市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","09209","栃木県","真岡市","真岡市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","09210","栃木県","大田原市","大田原市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","09211","栃木県","矢板市","矢板市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","09215","栃木県","那須烏山市","那須烏山市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","09214","栃木県","さくら市","さくら市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","09213","栃木県","那須塩原市","那須塩原市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","09342","栃木県","益子町","益子町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","09343","栃木県","茂木町","茂木町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","09344","栃木県","市貝町","市貝町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","09345","栃木県","芳賀町","芳賀町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","09386","栃木県","高根沢町","高根沢町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","09407","栃木県","那須町","那須町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","09411","栃木県","那珂川町","那珂川町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","12215","千葉県","旭市","旭市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","12236","千葉県","香取市","香取市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","12237","千葉県","山武市","山武市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","12403","千葉県","九十九里町","九十九里町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","12100","千葉県","千葉市","千葉市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","12216","千葉県","習志野市","習志野市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","12222","千葉県","我孫子市","我孫子市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","12227","千葉県","浦安市","浦安市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13101","東京都","千代田区","千代田区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13102","東京都","中央区","中央区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13103","東京都","港区","港区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13104","東京都","新宿区","新宿区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13105","東京都","文京区","文京区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13106","東京都","台東区","台東区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13107","東京都","墨田区","墨田区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13108","東京都","江東区","江東区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13109","東京都","品川区","品川区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13110","東京都","目黒区","目黒区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13111","東京都","大田区","大田区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13112","東京都","世田谷区","世田谷区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13113","東京都","渋谷区","渋谷区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13114","東京都","中野区","中野区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13115","東京都","杉並区","杉並区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13116","東京都","豊島区","豊島区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13117","東京都","北区","北区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13118","東京都","荒川区","荒川区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13119","東京都","板橋区","板橋区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13120","東京都","練馬区","練馬区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13121","東京都","足立区","足立区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13122","東京都","葛飾区","葛飾区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13123","東京都","江戸川区","江戸川区","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13201","東京都","八王子市","八王子市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13202","東京都","立川市","立川市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13204","東京都","三鷹市","三鷹市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13205","東京都","青梅市","青梅市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13206","東京都","府中市","府中市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13207","東京都","昭島市","昭島市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13208","東京都","調布市","調布市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13209","東京都","町田市","町田市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13210","東京都","小金井市","小金井市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13211","東京都","小平市","小平市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13212","東京都","日野市","日野市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13213","東京都","東村山市","東村山市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13214","東京都","国分寺市","国分寺市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13215","東京都","国立市","国立市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13218","東京都","福生市","福生市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13220","東京都","東大和市","東大和市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13221","東京都","清瀬市","清瀬市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13224","東京都","多摩市","多摩市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13225","東京都","稲城市","稲城市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13227","東京都","羽村市","羽村市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13228","東京都","あきる野市","あきる野市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13229","東京都","西東京市","西東京市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13303","東京都","瑞穂町","瑞穂町","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-11","13203","東京都","武蔵野市","武蔵野市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-12","20602","長野県","栄村","栄村","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-12","15210","新潟県","十日町市","十日町市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-12","15222","新潟県","上越市","上越市","東北地方太平洋沖地震","地震","4号",NA,NA
2010,2011,"2011-03-12","15482","新潟県","津南町","津南町","東北地方太平洋沖地震","地震","4号",NA,NA
2011,2011,"2011-07-29","15100","新潟県","新潟市","新潟市","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","15204","新潟県","三条市","三条市","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","15205","新潟県","柏崎市","柏崎市","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","15208","新潟県","小千谷市","小千谷市","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","15209","新潟県","加茂市","加茂市","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","15210","新潟県","十日町市","十日町市","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","15218","新潟県","五泉市","五泉市","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","15225","新潟県","魚沼市","魚沼市","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","15226","新潟県","南魚沼市","南魚沼市","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","15361","新潟県","田上町","田上町","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","15385","新潟県","阿賀町","阿賀町","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","15202","新潟県","長岡市","長岡市","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","15211","新潟県","見附市","見附市","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","15222","新潟県","上越市","上越市","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","15223","新潟県","阿賀野市","阿賀野市","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","07208","福島県","喜多方市","喜多方市","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","07367","福島県","只見町","只見町","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","07364","福島県","檜枝岐村","檜枝岐村","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","07368","福島県","南会津町","南会津町","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","07405","福島県","西会津町","西会津町","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","07421","福島県","会津坂下町","会津坂下町","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","07423","福島県","柳津町","柳津町","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","07444","福島県","三島町","三島町","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-07-29","07445","福島県","金山町","金山町","7月28日からの大雨","雨・台風","4号",NA,NA
2011,2011,"2011-09-02","24212","三重県","熊野市","熊野市","台風12号","雨・台風","4号",NA,NA
2011,2011,"2011-09-02","24561","三重県","御浜町","御浜町","台風12号","雨・台風","4号",NA,NA
2011,2011,"2011-09-02","24562","三重県","紀宝町","紀宝町","台風12号","雨・台風","4号",NA,NA
2011,2011,"2011-09-02","29207","奈良県","五條市","五條市","台風12号","雨・台風","4号",NA,NA
2011,2011,"2011-09-02","29386","奈良県","御杖村","御杖村","台風12号","雨・台風","4号",NA,NA
2011,2011,"2011-09-02","29441","奈良県","吉野町","吉野町","台風12号","雨・台風","4号",NA,NA
2011,2011,"2011-09-02","29443","奈良県","下市町","下市町","台風12号","雨・台風","4号",NA,NA
2011,2011,"2011-09-02","29444","奈良県","黒滝村","黒滝村","台風12号","雨・台風","4号",NA,NA
2011,2011,"2011-09-02","29446","奈良県","天川村","天川村","台風12号","雨・台風","4号",NA,NA
2011,2011,"2011-09-02","29447","奈良県","野迫川村","野迫川村","台風12号","雨・台風","4号",NA,NA
2011,2011,"2011-09-02","29449","奈良県","十津川村","十津川村","台風12号","雨・台風","4号",NA,NA
2011,2011,"2011-09-02","29452","奈良県","川上村","川上村","台風12号","雨・台風","4号",NA,NA
2011,2011,"2011-09-02","29453","奈良県","東吉野村","東吉野村","台風12号","雨・台風","4号",NA,NA
2011,2011,"2011-09-02","30206","和歌山県","田辺市","田辺市","台風12号","雨・台風","4号",NA,NA
2011,2011,"2011-09-02","30207","和歌山県","新宮市","新宮市","台風12号","雨・台風","4号",NA,NA
2011,2011,"2011-09-02","30392","和歌山県","日高川町","日高川町","台風12号","雨・台風","4号",NA,NA
2011,2011,"2011-09-02","30421","和歌山県","那智勝浦町","那智勝浦町","台風12号","雨・台風","4号",NA,NA
2011,2011,"2011-09-02","30424","和歌山県","古座川町","古座川町","台風12号","雨・台風","4号",NA,NA
2011,2011,"2011-09-02","33204","岡山県","玉野市","玉野市","台風12号","雨・台風","4号",NA,NA
2011,2011,"2011-09-03","31370","鳥取県","湯梨浜町","湯梨浜町","台風12号","雨・台風","4号",NA,NA
2011,2011,"2011-09-03","31389","鳥取県","南部町","南部町","台風12号","雨・台風","4号",NA,NA
2011,2011,"2011-09-21","02445","青森県","南部町","南部町","台風15号","雨・台風","1号",NA,NA
2011,2011,"2011-09-21","07203","福島県","郡山市","郡山市","台風15号","雨・台風","1号",NA,NA
2011,2011,"2011-09-25","46527","鹿児島県","龍郷町","龍郷町","鹿児島県奄美地方における豪雨","雨・台風","4号",NA,NA
2011,2011,"2011-11-04","46525","鹿児島県","瀬戸内町","瀬戸内町","鹿児島県奄美地方における大雨","雨・台風","1号",NA,NA
2011,2012,"2012-01-14","15222","新潟県","上越市","上越市","大雪","雪","4号",NA,NA
2011,2012,"2012-01-14","15217","新潟県","妙高市","妙高市","大雪","雪","4号",NA,NA
2011,2012,"2012-01-28","15202","新潟県","長岡市","長岡市","大雪","雪","4号",NA,NA
2011,2012,"2012-01-28","15205","新潟県","柏崎市","柏崎市","大雪","雪","4号",NA,NA
2011,2012,"2012-01-28","15210","新潟県","十日町市","十日町市","大雪","雪","4号",NA,NA
2011,2012,"2012-01-28","15216","新潟県","糸魚川市","糸魚川市","大雪","雪","4号",NA,NA
2011,2012,"2012-01-31","15226","新潟県","南魚沼市","南魚沼市","大雪","雪","4号",NA,NA
2011,2012,"2012-02-01","02208","青森県","むつ市","むつ市","大雪","雪","4号",NA,NA
2011,2012,"2012-02-01","02406","青森県","横浜町","横浜町","大雪","雪","4号",NA,NA
2011,2012,"2012-02-01","20486","長野県","小谷村","小谷村","大雪","雪","4号",NA,NA
2011,2012,"2012-02-01","20583","長野県","信濃町","信濃町","大雪","雪","4号",NA,NA
2011,2012,"2012-02-01","20602","長野県","栄村","栄村","大雪","雪","4号",NA,NA
2011,2012,"2012-02-01","20213","長野県","飯山市","飯山市","大雪","雪","4号",NA,NA
2011,2012,"2012-02-01","20563","長野県","野沢温泉村","野沢温泉村","大雪","雪","4号",NA,NA
2011,2012,"2012-02-03","15208","新潟県","小千谷市","小千谷市","大雪","雪","4号",NA,NA
2011,2012,"2012-02-03","15225","新潟県","魚沼市","魚沼市","大雪","雪","4号",NA,NA
2011,2012,"2012-02-03","15461","新潟県","湯沢町","湯沢町","大雪","雪","4号",NA,NA
2011,2012,"2012-02-03","15482","新潟県","津南町","津南町","大雪","雪","4号",NA,NA
2011,2012,"2012-02-04","15385","新潟県","阿賀町","阿賀町","大雪","雪","4号",NA,NA
2012,2012,"2012-05-06","08220","茨城県","つくば市","つくば市","5月6日の突風等","その他","4号",NA,NA
2012,2012,"2012-05-06","08225","茨城県","常陸大宮市","常陸大宮市","5月6日の突風等","その他","4号",NA,NA
2012,2012,"2012-05-06","08227","茨城県","筑西市","筑西市","5月6日の突風等","その他","4号",NA,NA
2012,2012,"2012-05-06","08231","茨城県","桜川市","桜川市","5月6日の突風等","その他","4号",NA,NA
2012,2012,"2012-05-06","09209","栃木県","真岡市","真岡市","5月6日の突風等","その他","4号",NA,NA
2012,2012,"2012-05-06","09343","栃木県","茂木町","茂木町","5月6日の突風等","その他","4号",NA,NA
2012,2012,"2012-05-06","09342","栃木県","益子町","益子町","5月6日の突風等","その他","4号",NA,NA
2012,2012,"2012-07-03","44204","大分県","日田市","日田市","7月3日からの大雨","雨・台風","4号",NA,NA
