"fiscal_year","year","date","code","pref","municipality","municipality_name_when_happend","disaster","type","law","自治体名が変わった理由","自治体名が変わった理由2"
2018,2018,"2018-09-06","01224","北海道","千歳市","千歳市","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01225","北海道","滝川市","滝川市","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01226","北海道","砂川市","砂川市","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01227","北海道","歌志内市","歌志内市","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01228","北海道","深川市","深川市","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01229","北海道","富良野市","富良野市","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01230","北海道","登別市","登別市","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01231","北海道","恵庭市","恵庭市","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01233","北海道","伊達市","伊達市","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01234","北海道","北広島市","北広島市","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01235","北海道","石狩市","石狩市","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01236","北海道","北斗市","北斗市","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01303","北海道","当別町","当別町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01304","北海道","新篠津村","新篠津村","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01331","北海道","松前町","松前町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01332","北海道","福島町","福島町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01333","北海道","知内町","知内町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01334","北海道","木古内町","木古内町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01337","北海道","七飯町","七飯町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01343","北海道","鹿部町","鹿部町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01345","北海道","森町","森町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01346","北海道","八雲町","八雲町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01347","北海道","長万部町","長万部町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01361","北海道","江差町","江差町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01362","北海道","上ノ国町","上ノ国町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01363","北海道","厚沢部町","厚沢部町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01364","北海道","乙部町","乙部町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01367","北海道","奥尻町","奥尻町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01370","北海道","今金町","今金町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01371","北海道","せたな町","せたな町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01391","北海道","島牧村","島牧村","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01392","北海道","寿都町","寿都町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01393","北海道","黒松内町","黒松内町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01394","北海道","蘭越町","蘭越町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01395","北海道","ニセコ町","ニセコ町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01396","北海道","真狩村","真狩村","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01397","北海道","留寿都村","留寿都村","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01398","北海道","喜茂別町","喜茂別町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01399","北海道","京極町","京極町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01400","北海道","倶知安町","倶知安町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01401","北海道","共和町","共和町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01402","北海道","岩内町","岩内町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01403","北海道","泊村","泊村","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01404","北海道","神恵内村","神恵内村","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01405","北海道","積丹町","積丹町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01406","北海道","古平町","古平町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01407","北海道","仁木町","仁木町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01408","北海道","余市町","余市町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01409","北海道","赤井川村","赤井川村","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01423","北海道","南幌町","南幌町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01424","北海道","奈井江町","奈井江町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01425","北海道","上砂川町","上砂川町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01427","北海道","由仁町","由仁町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01428","北海道","長沼町","長沼町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01429","北海道","栗山町","栗山町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01430","北海道","月形町","月形町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01431","北海道","浦臼町","浦臼町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01432","北海道","新十津川町","新十津川町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01433","北海道","妹背牛町","妹背牛町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01434","北海道","秩父別町","秩父別町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01436","北海道","雨竜町","雨竜町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01437","北海道","北竜町","北竜町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01438","北海道","沼田町","沼田町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01472","北海道","幌加内町","幌加内町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01452","北海道","鷹栖町","鷹栖町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01453","北海道","東神楽町","東神楽町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01454","北海道","当麻町","当麻町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01455","北海道","比布町","比布町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01456","北海道","愛別町","愛別町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01457","北海道","上川町","上川町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01458","北海道","東川町","東川町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01459","北海道","美瑛町","美瑛町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01460","北海道","上富良野町","上富良野町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01461","北海道","中富良野町","中富良野町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01462","北海道","南富良野町","南富良野町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01463","北海道","占冠村","占冠村","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01464","北海道","和寒町","和寒町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01465","北海道","剣淵町","剣淵町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01468","北海道","下川町","下川町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01469","北海道","美深町","美深町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01470","北海道","音威子府村","音威子府村","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01471","北海道","中川町","中川町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01481","北海道","増毛町","増毛町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01482","北海道","小平町","小平町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01483","北海道","苫前町","苫前町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01484","北海道","羽幌町","羽幌町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01485","北海道","初山別村","初山別村","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01486","北海道","遠別町","遠別町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01487","北海道","天塩町","天塩町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01520","北海道","幌延町","幌延町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01511","北海道","猿払村","猿払村","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01512","北海道","浜頓別町","浜頓別町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01513","北海道","中頓別町","中頓別町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01514","北海道","枝幸町","枝幸町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01516","北海道","豊富町","豊富町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01517","北海道","礼文町","礼文町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01518","北海道","利尻町","利尻町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01519","北海道","利尻富士町","利尻富士町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01543","北海道","美幌町","美幌町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01544","北海道","津別町","津別町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01545","北海道","斜里町","斜里町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01546","北海道","清里町","清里町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01547","北海道","小清水町","小清水町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01549","北海道","訓子府町","訓子府町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01550","北海道","置戸町","置戸町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01552","北海道","佐呂間町","佐呂間町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01555","北海道","遠軽町","遠軽町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01559","北海道","湧別町","湧別町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01560","北海道","滝上町","滝上町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01561","北海道","興部町","興部町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01562","北海道","西興部村","西興部村","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01563","北海道","雄武町","雄武町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01564","北海道","大空町","大空町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01571","北海道","豊浦町","豊浦町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01575","北海道","壮瞥町","壮瞥町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01578","北海道","白老町","白老町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01581","北海道","厚真町","厚真町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01584","北海道","洞爺湖町","洞爺湖町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01585","北海道","安平町","安平町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01586","北海道","むかわ町","むかわ町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01601","北海道","日高町","日高町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01602","北海道","平取町","平取町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01604","北海道","新冠町","新冠町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01607","北海道","浦河町","浦河町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01608","北海道","様似町","様似町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01609","北海道","えりも町","えりも町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01610","北海道","新ひだか町","新ひだか町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01631","北海道","音更町","音更町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01632","北海道","士幌町","士幌町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01633","北海道","上士幌町","上士幌町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01634","北海道","鹿追町","鹿追町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01635","北海道","新得町","新得町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01636","北海道","清水町","清水町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01637","北海道","芽室町","芽室町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01638","北海道","中札内村","中札内村","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01639","北海道","更別村","更別村","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01641","北海道","大樹町","大樹町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01642","北海道","広尾町","広尾町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01643","北海道","幕別町","幕別町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01644","北海道","池田町","池田町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01645","北海道","豊頃町","豊頃町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01646","北海道","本別町","本別町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01647","北海道","足寄町","足寄町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01648","北海道","陸別町","陸別町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01649","北海道","浦幌町","浦幌町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01661","北海道","釧路町","釧路町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01662","北海道","厚岸町","厚岸町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01663","北海道","浜中町","浜中町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01664","北海道","標茶町","標茶町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01665","北海道","弟子屈町","弟子屈町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01667","北海道","鶴居村","鶴居村","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01668","北海道","白糠町","白糠町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01691","北海道","別海町","別海町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01692","北海道","中標津町","中標津町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01693","北海道","標津町","標津町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2018,2018,"2018-09-06","01694","北海道","羅臼町","羅臼町","平成30年北海道胆振東部地震","地震","4号",NA,NA
2019,2019,"2019-08-28","41201","佐賀県","佐賀市","佐賀市","令和元年8月の前線に伴う大雨","雨・台風","4号",NA,NA
2019,2019,"2019-08-28","41202","佐賀県","唐津市","唐津市","令和元年8月の前線に伴う大雨","雨・台風","4号",NA,NA
2019,2019,"2019-08-28","41203","佐賀県","鳥栖市","鳥栖市","令和元年8月の前線に伴う大雨","雨・台風","4号",NA,NA
2019,2019,"2019-08-28","41204","佐賀県","多久市","多久市","令和元年8月の前線に伴う大雨","雨・台風","4号",NA,NA
2019,2019,"2019-08-28","41205","佐賀県","伊万里市","伊万里市","令和元年8月の前線に伴う大雨","雨・台風","4号",NA,NA
2019,2019,"2019-08-28","41206","佐賀県","武雄市","武雄市","令和元年8月の前線に伴う大雨","雨・台風","4号",NA,NA
2019,2019,"2019-08-28","41207","佐賀県","鹿島市","鹿島市","令和元年8月の前線に伴う大雨","雨・台風","4号",NA,NA
2019,2019,"2019-08-28","41208","佐賀県","小城市","小城市","令和元年8月の前線に伴う大雨","雨・台風","4号",NA,NA
2019,2019,"2019-08-28","41209","佐賀県","嬉野市","嬉野市","令和元年8月の前線に伴う大雨","雨・台風","4号",NA,NA
2019,2019,"2019-08-28","41210","佐賀県","神埼市","神埼市","令和元年8月の前線に伴う大雨","雨・台風","4号",NA,NA
2019,2019,"2019-08-28","41327","佐賀県","吉野ヶ里町","吉野ヶ里町","令和元年8月の前線に伴う大雨","雨・台風","4号",NA,NA
2019,2019,"2019-08-28","41341","佐賀県","基山町","基山町","令和元年8月の前線に伴う大雨","雨・台風","4号",NA,NA
2019,2019,"2019-08-28","41345","佐賀県","上峰町","上峰町","令和元年8月の前線に伴う大雨","雨・台風","4号",NA,NA
2019,2019,"2019-08-28","41346","佐賀県","みやき町","みやき町","令和元年8月の前線に伴う大雨","雨・台風","4号",NA,NA
2019,2019,"2019-08-28","41387","佐賀県","玄海町","玄海町","令和元年8月の前線に伴う大雨","雨・台風","4号",NA,NA
2019,2019,"2019-08-28","41401","佐賀県","有田町","有田町","令和元年8月の前線に伴う大雨","雨・台風","4号",NA,NA
2019,2019,"2019-08-28","41423","佐賀県","大町町","大町町","令和元年8月の前線に伴う大雨","雨・台風","4号",NA,NA
2019,2019,"2019-08-28","41424","佐賀県","江北町","江北町","令和元年8月の前線に伴う大雨","雨・台風","4号",NA,NA
2019,2019,"2019-08-28","41425","佐賀県","白石町","白石町","令和元年8月の前線に伴う大雨","雨・台風","4号",NA,NA
2019,2019,"2019-08-28","41441","佐賀県","太良町","太良町","令和元年8月の前線に伴う大雨","雨・台風","4号",NA,NA
2019,2019,"2019-09-08","13361","東京都","大島町","大島町","令和元年台風第15号","雨・台風","1号",NA,NA
2019,2019,"2019-09-09","12100","千葉県","千葉市","千葉市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12202","千葉県","銚子市","銚子市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12205","千葉県","館山市","館山市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12206","千葉県","木更津市","木更津市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12210","千葉県","茂原市","茂原市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12211","千葉県","成田市","成田市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12212","千葉県","佐倉市","佐倉市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12213","千葉県","東金市","東金市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12215","千葉県","旭市","旭市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12218","千葉県","勝浦市","勝浦市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12219","千葉県","市原市","市原市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12223","千葉県","鴨川市","鴨川市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12225","千葉県","君津市","君津市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12226","千葉県","富津市","富津市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12228","千葉県","四街道市","四街道市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12229","千葉県","袖ケ浦市","袖ケ浦市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12230","千葉県","八街市","八街市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12231","千葉県","印西市","印西市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12233","千葉県","富里市","富里市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12234","千葉県","南房総市","南房総市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12235","千葉県","匝瑳市","匝瑳市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12236","千葉県","香取市","香取市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12237","千葉県","山武市","山武市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12238","千葉県","いすみ市","いすみ市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12239","千葉県","大網白里市","大網白里市","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12322","千葉県","酒々井町","酒々井町","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12329","千葉県","栄町","栄町","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12342","千葉県","神崎町","神崎町","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12347","千葉県","多古町","多古町","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12349","千葉県","東庄町","東庄町","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12403","千葉県","九十九里町","九十九里町","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12409","千葉県","芝山町","芝山町","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12410","千葉県","横芝光町","横芝光町","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12421","千葉県","一宮町","一宮町","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12422","千葉県","睦沢町","睦沢町","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12423","千葉県","長生村","長生村","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12424","千葉県","白子町","白子町","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12426","千葉県","長柄町","長柄町","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12427","千葉県","長南町","長南町","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12441","千葉県","大多喜町","大多喜町","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-09-09","12463","千葉県","鋸南町","鋸南町","令和元年台風第15号（停電）","雨・台風","4号",NA,NA
2019,2019,"2019-10-12","03202","岩手県","宮古市","宮古市","令和元年台風第19号","雨・台風","4号",NA,NA
2019,2019,"2019-10-12","03203","岩手県","大船渡市","大船渡市","令和元年台風第19号","雨・台風","4号",NA,NA
2019,2019,"2019-10-12","03207","岩手県","久慈市","久慈市","令和元年台風第19号","雨・台風","4号",NA,NA
2019,2019,"2019-10-12","03209","岩手県","一関市","一関市","令和元年台風第19号","雨・台風","4号",NA,NA
2019,2019,"2019-10-12","03210","岩手県","陸前高田市","陸前高田市","令和元年台風第19号","雨・台風","4号",NA,NA
2019,2019,"2019-10-12","03211","岩手県","釜石市","釜石市","令和元年台風第19号","雨・台風","4号",NA,NA
2019,2019,"2019-10-12","03441","岩手県","住田町","住田町","令和元年台風第19号","雨・台風","4号",NA,NA
2019,2019,"2019-10-12","03461","岩手県","大槌町","大槌町","令和元年台風第19号","雨・台風","4号",NA,NA
2019,2019,"2019-10-12","03482","岩手県","山田町","山田町","令和元年台風第19号","雨・台風","4号",NA,NA
2019,2019,"2019-10-12","03483","岩手県","岩泉町","岩泉町","令和元年台風第19号","雨・台風","4号",NA,NA
2019,2019,"2019-10-12","03484","岩手県","田野畑村","田野畑村","令和元年台風第19号","雨・台風","4号",NA,NA
2019,2019,"2019-10-12","03485","岩手県","普代村","普代村","令和元年台風第19号","雨・台風","4号",NA,NA
2019,2019,"2019-10-12","03503","岩手県","野田村","野田村","令和元年台風第19号","雨・台風","4号",NA,NA
2019,2019,"2019-10-12","03507","岩手県","洋野町","洋野町","令和元年台風第19号","雨・台風","4号",NA,NA
2019,2019,"2019-10-12","04100","宮城県","仙台市","仙台市","令和元年台風第19号","雨・台風","4号",NA,NA
2019,2019,"2019-10-12","04202","宮城県","石巻市","石巻市","令和元年台風第19号","雨・台風","4号",NA,NA
2019,2019,"2019-10-12","04203","宮城県","塩竈市","塩竈市","令和元年台風第19号","雨・台風","4号",NA,NA
